#Drug,Gene
CID000002477,P2862
CID000002477,P2863
CID000002477,P887
CID000002477,P886
CID000002477,P554
CID000002477,P4886
CID000002477,P552
CID000002477,P59340
CID000002477,P3062
CID000002477,P3061
CID000002477,P4923
CID000002477,P1816
CID000002477,P5729
CID000002477,P4161
CID000002477,P4160
CID000002477,P11245
CID000002477,P7201
CID000002477,P139760
CID000002477,P146
CID000002477,P147
CID000002477,P134391
CID000002477,P140
CID000002477,P51289
CID000002477,P611
CID000002477,P148
CID000002477,P3355
CID000002477,P5734
CID000002477,P3357
CID000002477,P3356
CID000002477,P5731
CID000002477,P10316
CID000002477,P5733
CID000002477,P5732
CID000002477,P5739
CID000002477,P3358
CID000002477,P23620
CID000002477,P5995
CID000002477,P56413
CID000002477,P1812
CID000002477,P6915
CID000002477,P4158
CID000002477,P4159
CID000002477,P11250
CID000002477,P1814
CID000002477,P8484
CID000002477,P81491
CID000002477,P83551
CID000002477,P680
CID000002477,P11255
CID000110634,P8654
CID000110634,P50940
CID000110634,P10846
CID000110634,P5138
CID000004236,P6530
CID000004236,P6531
CID000005717,P55244
CID000005717,P56413
CID000005717,P1432
CID000005717,P5594
CID000005717,P140
CID000005717,P1559
CID000005717,P1241
CID000005717,P57105
CID000005717,P10800
CID000003440,P768
CID000003440,P771
CID000003440,P762
CID000003440,P763
CID000003440,P759
CID000003440,P761
CID000003440,P766
CID000003440,P377677
CID000003440,P765
CID000003440,P11238
CID000003440,P6906
CID000003440,P760
CID000003446,P586
CID000003446,P587
CID000003446,P781
CID000003446,P57685
CID000003446,P9254
CID000003446,P93589
CID000003446,P55799
CID000003878,P6326
CID000077993,P3352
CID000003749,P1269
CID000003749,P124274
CID000003749,P2849
CID000003749,P2847
CID000003749,P2844
CID000003749,P2845
CID000003749,P2842
CID000003749,P54112
CID000003749,P136
CID000003749,P135
CID000003749,P134
CID000003749,P10692
CID000003749,P9287
CID000003749,P9283
CID000003749,P4985
CID000003749,P4987
CID000003749,P10663
CID000003749,P4988
CID000003749,P27201
CID000003749,P4889
CID000003749,P221391
CID000003749,P2850
CID000003749,P84539
CID000003749,P84634
CID000003749,P4887
CID000003749,P54329
CID000003749,P54328
CID000003749,P10886
CID000003749,P10887
CID000003749,P729230
CID000003749,P23566
CID000003749,P10888
CID000003749,P9170
CID000003749,P6010
CID000003749,P56923
CID000003749,P2798
CID000003749,P128674
CID000003749,P10803
CID000003749,P319100
CID000003749,P23596
CID000003749,P94233
CID000003749,P3274
CID000003749,P285601
CID000003749,P2827
CID000003749,P53831
CID000003749,P1902
CID000003749,P338557
CID000003749,P1234
CID000003749,P1230
CID000003749,P1813
CID000003749,P1232
CID000003749,P1233
CID000003749,P1238
CID000003749,P2837
CID000003749,P2835
CID000003749,P2834
CID000003749,P2832
CID000003749,P2831
CID000003749,P2830
CID000003749,P344561
CID000003749,P2652
CID000003749,P3354
CID000003749,P5737
CID000003749,P1241
CID000003749,P8811
CID000003749,P3351
CID000003749,P83550
CID000003749,P3350
CID000003749,P623
CID000003749,P2861
CID000003749,P64106
CID000003749,P3352
CID000003749,P339403
CID000003749,P153
CID000003749,P7852
CID000003749,P83873
CID000003749,P152
CID000003749,P155
CID000003749,P9038
CID000003749,P134864
CID000003749,P64582
CID000003749,P4829
CID000003749,P5540
CID000003749,P3361
CID000003749,P3362
CID000003749,P3363
CID000003749,P186
CID000003749,P187
CID000003749,P185
CID000003749,P2587
CID000003749,P9293
CID000003749,P5021
CID000003749,P57007
CID000003749,P4986
CID000003749,P118442
CID000003749,P8477
CID000003749,P4157
CID000003749,P84109
CID000003749,P2925
CID000003749,P5956
CID000003749,P6752
CID000003749,P6753
CID000003749,P350383
CID000003749,P6751
CID000003749,P6754
CID000003749,P6755
CID000003749,P2693
CID000003749,P151
CID000003749,P150
CID000003749,P2862
CID000003749,P2863
CID000003749,P887
CID000003749,P886
CID000003749,P554
CID000003749,P4886
CID000003749,P552
CID000003749,P59340
CID000003749,P3062
CID000003749,P3061
CID000003749,P4923
CID000003749,P1816
CID000003749,P5729
CID000003749,P4161
CID000003749,P4160
CID000003749,P11245
CID000003749,P7201
CID000003749,P139760
CID000003749,P146
CID000003749,P147
CID000003749,P134391
CID000003749,P140
CID000003749,P51289
CID000003749,P611
CID000003749,P148
CID000003749,P3355
CID000003749,P5734
CID000003749,P3357
CID000003749,P3356
CID000003749,P5731
CID000003749,P10316
CID000003749,P5733
CID000003749,P5732
CID000003749,P5739
CID000003749,P3358
CID000003749,P23620
CID000003749,P5995
CID000003749,P56413
CID000003749,P1812
CID000003749,P6915
CID000003749,P4158
CID000003749,P4159
CID000003749,P11250
CID000003749,P1814
CID000003749,P8484
CID000003749,P81491
CID000003749,P83551
CID000003749,P680
CID000003749,P11255
CID000003463,P1559
CID000003463,P28234
CID000003463,P10599
CID000003463,P2168
CID000003463,P1558
CID000003675,P4129
CID000003675,P4128
CID000003675,P1557
CID000003675,P8639
CID000003675,P1558
CID000003675,P1576
CID000003675,P221656
CID000003675,P6531
CID000003675,P1565
CID000003672,P240
CID000003672,P5743
CID000003672,P5742
CID000003672,P4025
CID000003672,P10864
CID000003672,P7173
CID000003672,P137902
CID000003672,P4353
CID000003672,P8288
CID000003672,P7837
CID000004913,P590
CID000004913,P6581
CID000004913,P22829
CID000004913,P57555
CID000004913,P1129
CID000004913,P23491
CID000004913,P221223
CID000004913,P1066
CID000004913,P1056
CID000004913,P57502
CID000004913,P22871
CID000004913,P8824
CID000004913,P283848
CID000004913,P6582
CID000004913,P54413
CID000004911,P1244
CID000004911,P55867
CID000004911,P9376
CID000004917,P1269
CID000004917,P124274
CID000004917,P2849
CID000004917,P2847
CID000004917,P2844
CID000004917,P2845
CID000004917,P2842
CID000004917,P54112
CID000004917,P136
CID000004917,P135
CID000004917,P134
CID000004917,P10692
CID000004917,P1544
CID000004917,P2652
CID000004917,P9287
CID000004917,P9283
CID000004917,P4985
CID000004917,P4987
CID000004917,P10663
CID000004917,P4988
CID000004917,P27201
CID000004917,P4889
CID000004917,P221391
CID000004917,P2850
CID000004917,P84539
CID000004917,P84634
CID000004917,P4887
CID000004917,P54329
CID000004917,P54328
CID000004917,P10886
CID000004917,P10887
CID000004917,P729230
CID000004917,P23566
CID000004917,P10888
CID000004917,P9170
CID000004917,P6010
CID000004917,P56923
CID000004917,P2798
CID000004917,P128674
CID000004917,P10803
CID000004917,P1128
CID000004917,P1129
CID000004917,P319100
CID000004917,P23596
CID000004917,P94233
CID000004917,P3274
CID000004917,P285601
CID000004917,P2827
CID000004917,P53831
CID000004917,P1902
CID000004917,P338557
CID000004917,P1234
CID000004917,P1230
CID000004917,P1813
CID000004917,P1232
CID000004917,P1233
CID000004917,P1133
CID000004917,P1132
CID000004917,P1131
CID000004917,P1238
CID000004917,P2837
CID000004917,P2835
CID000004917,P2834
CID000004917,P2832
CID000004917,P2831
CID000004917,P2830
CID000004917,P344561
CID000004917,P6275
CID000004917,P3354
CID000004917,P5737
CID000004917,P1241
CID000004917,P8811
CID000004917,P3351
CID000004917,P83550
CID000004917,P3350
CID000004917,P623
CID000004917,P2861
CID000004917,P64106
CID000004917,P3352
CID000004917,P339403
CID000004917,P153
CID000004917,P3757
CID000004917,P7852
CID000004917,P3269
CID000004917,P83873
CID000004917,P152
CID000004917,P6532
CID000004917,P6530
CID000004917,P6531
CID000004917,P155
CID000004917,P9038
CID000004917,P134864
CID000004917,P64582
CID000004917,P4829
CID000004917,P3359
CID000004917,P5540
CID000004917,P3361
CID000004917,P3362
CID000004917,P3363
CID000004917,P186
CID000004917,P187
CID000004917,P185
CID000004917,P2587
CID000004917,P9293
CID000004917,P5021
CID000004917,P57007
CID000004917,P4986
CID000004917,P118442
CID000004917,P8477
CID000004917,P4157
CID000004917,P84109
CID000004917,P2925
CID000004917,P5956
CID000004917,P6752
CID000004917,P6753
CID000004917,P350383
CID000004917,P6751
CID000004917,P6754
CID000004917,P6755
CID000004917,P2693
CID000004917,P151
CID000004917,P150
CID000004917,P2862
CID000004917,P2863
CID000004917,P887
CID000004917,P886
CID000004917,P554
CID000004917,P4886
CID000004917,P552
CID000004917,P59340
CID000004917,P3062
CID000004917,P3061
CID000004917,P4923
CID000004917,P1816
CID000004917,P5729
CID000004917,P4161
CID000004917,P4160
CID000004917,P11245
CID000004917,P7201
CID000004917,P139760
CID000004917,P1565
CID000004917,P146
CID000004917,P147
CID000004917,P134391
CID000004917,P140
CID000004917,P51289
CID000004917,P611
CID000004917,P148
CID000004917,P3355
CID000004917,P5734
CID000004917,P3357
CID000004917,P3356
CID000004917,P5731
CID000004917,P10316
CID000004917,P5733
CID000004917,P5732
CID000004917,P5739
CID000004917,P3358
CID000004917,P23620
CID000004917,P5995
CID000004917,P56413
CID000004917,P1812
CID000004917,P6915
CID000004917,P4158
CID000004917,P4159
CID000004917,P11250
CID000004917,P1814
CID000004917,P8484
CID000004917,P81491
CID000004917,P83551
CID000004917,P680
CID000004917,P11255
CID000003278,P2730
CID000003278,P2938
CID000003278,P10327
CID000003278,P83592
CID000003278,P57016
CID000003278,P6718
CID000003278,P2950
CID000003278,P231
CID000005978,P7283
CID000005978,P51807
CID000005978,P7280
CID000005978,P113457
CID000005978,P10383
CID000005978,P10382
CID000005978,P10381
CID000005978,P28234
CID000005978,P51175
CID000005978,P51174
CID000005978,P347733
CID000005978,P84617
CID000005978,P81027
CID000005978,P112714
CID000005978,P84790
CID000005978,P10376
CID000005978,P7846
CID000005978,P4157
CID000005978,P347688
CID000005978,P7277
CID000005978,P7278
CID000005978,P27175
CID000005978,P10599
CID000065999,P1269
CID000065999,P124274
CID000065999,P2849
CID000065999,P2847
CID000065999,P2844
CID000065999,P2845
CID000065999,P2842
CID000065999,P54112
CID000065999,P136
CID000065999,P135
CID000065999,P134
CID000065999,P10692
CID000065999,P9287
CID000065999,P9283
CID000065999,P4985
CID000065999,P4987
CID000065999,P10663
CID000065999,P4988
CID000065999,P27201
CID000065999,P4889
CID000065999,P221391
CID000065999,P2850
CID000065999,P84539
CID000065999,P84634
CID000065999,P4887
CID000065999,P54329
CID000065999,P54328
CID000065999,P10886
CID000065999,P10887
CID000065999,P729230
CID000065999,P5468
CID000065999,P23566
CID000065999,P10888
CID000065999,P9170
CID000065999,P6010
CID000065999,P56923
CID000065999,P2798
CID000065999,P128674
CID000065999,P10599
CID000065999,P10803
CID000065999,P319100
CID000065999,P23596
CID000065999,P94233
CID000065999,P3274
CID000065999,P285601
CID000065999,P2827
CID000065999,P28234
CID000065999,P53831
CID000065999,P1902
CID000065999,P338557
CID000065999,P1234
CID000065999,P1230
CID000065999,P1813
CID000065999,P1232
CID000065999,P1233
CID000065999,P1238
CID000065999,P2837
CID000065999,P2835
CID000065999,P2834
CID000065999,P2832
CID000065999,P2831
CID000065999,P2830
CID000065999,P344561
CID000065999,P2652
CID000065999,P3354
CID000065999,P5737
CID000065999,P1241
CID000065999,P8811
CID000065999,P3351
CID000065999,P83550
CID000065999,P3350
CID000065999,P623
CID000065999,P2861
CID000065999,P64106
CID000065999,P5732
CID000065999,P339403
CID000065999,P153
CID000065999,P7852
CID000065999,P83873
CID000065999,P152
CID000065999,P155
CID000065999,P9038
CID000065999,P134864
CID000065999,P64582
CID000065999,P1636
CID000065999,P4829
CID000065999,P5540
CID000065999,P3361
CID000065999,P3362
CID000065999,P3363
CID000065999,P186
CID000065999,P187
CID000065999,P185
CID000065999,P2587
CID000065999,P9293
CID000065999,P5021
CID000065999,P57007
CID000065999,P4986
CID000065999,P118442
CID000065999,P8477
CID000065999,P4157
CID000065999,P84109
CID000065999,P2925
CID000065999,P5956
CID000065999,P6752
CID000065999,P6753
CID000065999,P350383
CID000065999,P6751
CID000065999,P6754
CID000065999,P6755
CID000065999,P2693
CID000065999,P151
CID000065999,P150
CID000065999,P2862
CID000065999,P2863
CID000065999,P887
CID000065999,P886
CID000065999,P554
CID000065999,P4886
CID000065999,P552
CID000065999,P59340
CID000065999,P3062
CID000065999,P3061
CID000065999,P4923
CID000065999,P1816
CID000065999,P5729
CID000065999,P4161
CID000065999,P4160
CID000065999,P11245
CID000065999,P7201
CID000065999,P139760
CID000065999,P146
CID000065999,P147
CID000065999,P134391
CID000065999,P140
CID000065999,P51289
CID000065999,P611
CID000065999,P148
CID000065999,P3355
CID000065999,P5734
CID000065999,P3357
CID000065999,P3356
CID000065999,P5731
CID000065999,P10316
CID000065999,P5733
CID000065999,P3352
CID000065999,P5739
CID000065999,P3358
CID000065999,P23620
CID000065999,P5995
CID000065999,P56413
CID000065999,P1812
CID000065999,P6915
CID000065999,P4158
CID000065999,P4159
CID000065999,P11250
CID000065999,P1814
CID000065999,P8484
CID000065999,P81491
CID000065999,P83551
CID000065999,P680
CID000065999,P11255
CID000071329,P3757
CID000002284,P9568
CID000002284,P140
CID000002733,P4846
CID000002733,P4842
CID000002153,P153
CID000002153,P155
CID000002153,P5016
CID000002153,P5032
CID000002153,P8566
CID000002153,P3274
CID000002153,P136
CID000002153,P135
CID000002153,P134
CID000002153,P1816
CID000002153,P1812
CID000002153,P1813
CID000002153,P3363
CID000002153,P1117
CID000002153,P1116
CID000002153,P5028
CID000002153,P140
CID000002153,P128240
CID000002153,P2925
CID000002153,P374887
CID000002153,P3356
CID000002153,P5739
CID000002153,P6010
CID000002153,P56413
CID000002153,P4829
CID000002153,P80153
CID000002153,P1241
CID000002153,P56342
CID000002153,P27159
CID000002153,P680
CID000004158,P151
CID000004158,P150
CID000004158,P152
CID000004158,P348932
CID000004158,P6536
CID000004158,P6534
CID000004158,P6535
CID000004158,P6532
CID000004158,P6533
CID000004158,P6530
CID000004158,P6531
CID000004158,P6538
CID000004158,P6539
CID000004158,P55117
CID000004158,P28968
CID000004158,P388662
CID000004158,P9152
CID000004158,P54716
CID000004158,P340024
CID000004158,P6529
CID000004158,P6540
CID000004158,P11254
CID000005482,P1586
CID000005454,P1269
CID000005454,P124274
CID000005454,P2849
CID000005454,P2847
CID000005454,P2844
CID000005454,P2845
CID000005454,P2842
CID000005454,P54112
CID000005454,P136
CID000005454,P135
CID000005454,P134
CID000005454,P10692
CID000005454,P9287
CID000005454,P9283
CID000005454,P4985
CID000005454,P4987
CID000005454,P10663
CID000005454,P4988
CID000005454,P27201
CID000005454,P4889
CID000005454,P221391
CID000005454,P2850
CID000005454,P84539
CID000005454,P84634
CID000005454,P4887
CID000005454,P54329
CID000005454,P54328
CID000005454,P10886
CID000005454,P10887
CID000005454,P729230
CID000005454,P23566
CID000005454,P10888
CID000005454,P9170
CID000005454,P6010
CID000005454,P56923
CID000005454,P2798
CID000005454,P128674
CID000005454,P10803
CID000005454,P1128
CID000005454,P1129
CID000005454,P319100
CID000005454,P23596
CID000005454,P94233
CID000005454,P3274
CID000005454,P285601
CID000005454,P2827
CID000005454,P53831
CID000005454,P1902
CID000005454,P338557
CID000005454,P1234
CID000005454,P1230
CID000005454,P1813
CID000005454,P1232
CID000005454,P1233
CID000005454,P1133
CID000005454,P1132
CID000005454,P1131
CID000005454,P1238
CID000005454,P2837
CID000005454,P2835
CID000005454,P2834
CID000005454,P2832
CID000005454,P2831
CID000005454,P2830
CID000005454,P344561
CID000005454,P2652
CID000005454,P3354
CID000005454,P5737
CID000005454,P1241
CID000005454,P8811
CID000005454,P3351
CID000005454,P83550
CID000005454,P3350
CID000005454,P623
CID000005454,P2861
CID000005454,P64106
CID000005454,P3352
CID000005454,P339403
CID000005454,P153
CID000005454,P7852
CID000005454,P3269
CID000005454,P83873
CID000005454,P152
CID000005454,P155
CID000005454,P9038
CID000005454,P134864
CID000005454,P64582
CID000005454,P4829
CID000005454,P5540
CID000005454,P3361
CID000005454,P3362
CID000005454,P3363
CID000005454,P186
CID000005454,P187
CID000005454,P185
CID000005454,P2587
CID000005454,P9293
CID000005454,P5021
CID000005454,P57007
